Customer Name,Order Priority,Product Category,Product Sub-Category,Region,Ship Mode,COGS
Rob Haberlin,Medium,Office Supplies,Labels,Central,Regular Air,0.5
Alan Barnes,High,Office Supplies,Labels,Central,Regular Air,0.49
Alan Barnes,High,Technology,Telephones and Communication,Central,Regular Air,2.5
Roland Fjeld,Low,Technology,Computer Peripherals,West,Regular Air,1.99
Harold Ryan,Critical,Technology,Computer Peripherals,East,Regular Air,6.5
Harold Ryan,Critical,Office Supplies,Paper,East,Regular Air,5.49
Cindy Chapman,Critical,Technology,Computer Peripherals,West,Regular Air,1.99
Cindy Chapman,Critical,Office Supplies,Paper,West,Regular Air,11.25
Cindy Chapman,Critical,Office Supplies,Paper,West,Express Air,5.81
Brenda Bowman,Not Specified,Office Supplies,Labels,South,Regular Air,0.5
Brenda Bowman,Not Specified,Office Supplies,Pens & Art Supplies,South,Regular Air,0.96
John Dryer,High,Office Supplies,Binders and Binder Accessories,South,Express Air,19.99
John Dryer,High,Furniture,Chairs & Chairmats,South,Delivery Truck,43.32
Art Miller,Not Specified,Furniture,Bookcases,West,Delivery Truck,44.55
Art Miller,Not Specified,Furniture,Office Furnishings,West,Regular Air,5.26
Art Miller,Not Specified,Office Supplies,Paper,West,Express Air,8.74
Christine Kargatis,Not Specified,Office Supplies,Labels,Central,Regular Air,0.5
Eileen Kiefer,Low,Office Supplies,"Scissors, Rulers and Trimmers",Central,Regular Air,5
Eileen Kiefer,Low,Furniture,Tables,Central,Delivery Truck,69.64
Patrick Ryan,Low,Office Supplies,Paper,South,Regular Air,1.52
Jack Garza,Low,Technology,Computer Peripherals,Central,Regular Air,1.99
Nathan Cano,Critical,Furniture,Tables,Central,Delivery Truck,60
Nathan Cano,Critical,Technology,Telephones and Communication,Central,Regular Air,1.25
Troy Blackwell,High,Office Supplies,Appliances,South,Delivery Truck,23.19
Troy Blackwell,High,Technology,Telephones and Communication,South,Regular Air,8.99
Bill Shonely,Medium,Office Supplies,Paper,West,Regular Air,9.54
Bill Shonely,Medium,Office Supplies,Storage & Organization,West,Express Air,10.68
Alice McCarthy,Not Specified,Office Supplies,Paper,West,Regular Air,9.03
Thais Sissman,High,Technology,Telephones and Communication,South,Regular Air,1.25
Thais Sissman,High,Technology,Computer Peripherals,South,Regular Air,6.5
Thais Sissman,High,Technology,Telephones and Communication,South,Regular Air,3.9
Ted Trevino,Low,Furniture,Bookcases,Central,Delivery Truck,41.91
Christopher Martinez,Critical,Technology,Telephones and Communication,Central,Express Air,3.99
Jay Fine,Low,Technology,Computer Peripherals,East,Regular Air,1.99
Dave Poirier,Not Specified,Technology,Telephones and Communication,West,Express Air,8.99
Todd Boyes,High,Technology,Computer Peripherals,Central,Regular Air,1.99
Todd Boyes,High,Office Supplies,Rubber Bands,Central,Regular Air,0.71
Todd Boyes,High,Office Supplies,Storage & Organization,Central,Regular Air,8.22
Todd Boyes,High,Technology,Telephones and Communication,Central,Regular Air,5.63
Philip Brown,High,Office Supplies,Appliances,East,Regular Air,0.99
Philip Brown,High,Office Supplies,Paper,East,Express Air,5.86
Jane Waco,Not Specified,Office Supplies,Binders and Binder Accessories,East,Regular Air,2.99
Jane Waco,Not Specified,Office Supplies,Paper,East,Regular Air,5.86
Denny Ordway,Critical,Technology,Computer Peripherals,West,Regular Air,4
Denny Ordway,Critical,Office Supplies,Labels,West,Regular Air,0.5
Julia West,Critical,Furniture,Chairs & Chairmats,Central,Delivery Truck,74.35
Lycoris Saunders,High,Office Supplies,"Scissors, Rulers and Trimmers",South,Express Air,3.14
Brenda Bowman,Not Specified,Technology,Computer Peripherals,South,Regular Air,6.5
Maribeth Dona,High,Office Supplies,Binders and Binder Accessories,West,Regular Air,7.46
Maribeth Dona,High,Technology,Copiers and Fax,West,Delivery Truck,49
Maribeth Dona,High,Office Supplies,Pens & Art Supplies,West,Express Air,5.53
Maribeth Dona,High,Office Supplies,Storage & Organization,West,Regular Air,8.22
Eugene Barchas,High,Office Supplies,Binders and Binder Accessories,Central,Regular Air,7.01
Eugene Barchas,High,Furniture,Chairs & Chairmats,Central,Delivery Truck,30
Eugene Barchas,High,Office Supplies,Paper,Central,Regular Air,5.76
Ross Baird,High,Office Supplies,Pens & Art Supplies,South,Regular Air,2.87
Luke Schmidt,Medium,Technology,Computer Peripherals,South,Regular Air,7.18
Luke Schmidt,Medium,Furniture,Office Furnishings,South,Regular Air,3.04
Ross Baird,Medium,Furniture,Office Furnishings,South,Regular Air,3.73
Ross Baird,Medium,Furniture,Office Furnishings,South,Regular Air,8.99
Ross Baird,Medium,Office Supplies,Paper,South,Regular Air,13.26
Robert Waldorf,High,Technology,Computer Peripherals,Central,Regular Air,6.5
Robert Waldorf,High,Office Supplies,Storage & Organization,Central,Delivery Truck,28.66
Emily Grady,Critical,Furniture,Office Furnishings,Central,Express Air,15.9
Emily Grady,Critical,Technology,Telephones and Communication,Central,Regular Air,8.99
Luke Schmidt,Critical,Office Supplies,Paper,South,Regular Air,8.19
Luke Schmidt,Critical,Technology,Telephones and Communication,South,Regular Air,4.23
Bill Tyler,High,Office Supplies,Storage & Organization,West,Express Air,19.99
Yoseph Carroll,High,Furniture,Chairs & Chairmats,West,Delivery Truck,30
Yoseph Carroll,High,Technology,Computer Peripherals,West,Regular Air,1.99
Rob Haberlin,Low,Office Supplies,Storage & Organization,Central,Regular Air,6.88
Nora Price,Not Specified,Office Supplies,Paper,South,Regular Air,8.4
Nora Price,Not Specified,Office Supplies,Storage & Organization,South,Regular Air,5.41
Tamara Dahlen,Low,Technology,Office Machines,Central,Delivery Truck,29.7
Tamara Dahlen,Low,Office Supplies,Paper,Central,Express Air,4.86
Maureen Gastineau,Medium,Office Supplies,Paper,West,Regular Air,9.54
Tim Brockman,Low,Office Supplies,Pens & Art Supplies,West,Regular Air,0.96
Tim Brockman,Low,Technology,Computer Peripherals,West,Regular Air,4
Pete Armstrong,Critical,Office Supplies,Paper,Central,Regular Air,6.81
Edward Hooks,Not Specified,Furniture,Chairs & Chairmats,Central,Delivery Truck,26
Alan Schoenberger,Critical,Technology,Telephones and Communication,West,Regular Air,19.99
Alan Schoenberger,Critical,Office Supplies,Envelopes,West,Regular Air,19.99
Alan Schoenberger,Critical,Technology,Telephones and Communication,East,Regular Air,4.2
Charles Crestani,Medium,Office Supplies,Envelopes,West,Regular Air,19.99
Maxwell Schwartz,Critical,Office Supplies,Binders and Binder Accessories,South,Regular Air,1.49
Pamela Stobb,Not Specified,Office Supplies,Binders and Binder Accessories,East,Regular Air,19.99
Tracy Zic,Medium,Office Supplies,Paper,South,Express Air,6.6
Christy Brittain,Medium,Office Supplies,Pens & Art Supplies,West,Regular Air,1.2
Sung Pak,High,Office Supplies,Binders and Binder Accessories,West,Regular Air,19.99
Jasper Cacioppo,Medium,Office Supplies,Binders and Binder Accessories,East,Regular Air,4.77
Jasper Cacioppo,Medium,Technology,Copiers and Fax,East,Express Air,24.49
Jasper Cacioppo,Medium,Technology,Office Machines,East,Regular Air,24.49
Paul Lucas,High,Office Supplies,Pens & Art Supplies,West,Regular Air,0.7
Paul Lucas,High,Furniture,Chairs & Chairmats,East,Delivery Truck,48.8
David Wiener,Medium,Office Supplies,Paper,East,Regular Air,8.88
David Wiener,Medium,Office Supplies,Pens & Art Supplies,East,Express Air,5.45
Jack Garza,Critical,Office Supplies,Pens & Art Supplies,South,Regular Air,1
Liz MacKendrick,Low,Furniture,Office Furnishings,Central,Regular Air,8.99
Liz MacKendrick,Low,Technology,Telephones and Communication,Central,Regular Air,8.99
Helen Andreada,High,Technology,Office Machines,Central,Delivery Truck,14
Paul Prost,Not Specified,Office Supplies,Pens & Art Supplies,Central,Regular Air,8.99
Bradley Nguyen,Not Specified,Technology,Computer Peripherals,East,Express Air,19.99
Matt Collister,Critical,Technology,Computer Peripherals,East,Regular Air,3.17
Jasper Cacioppo,Low,Furniture,Office Furnishings,East,Regular Air,3.96
Liz Carlisle,Medium,Office Supplies,Envelopes,South,Regular Air,4.99
Annie Thurman,Not Specified,Technology,Telephones and Communication,West,Regular Air,3.3
Bradley Drucker,Low,Office Supplies,Storage & Organization,West,Regular Air,19.99
Richard Eichhorn,Low,Technology,Computer Peripherals,South,Regular Air,5.5
Alan Haines,Low,Furniture,Office Furnishings,East,Regular Air,3.73
Alan Haines,Low,Furniture,Tables,East,Express Air,69
Brad Eason,Critical,Office Supplies,Binders and Binder Accessories,Central,Regular Air,4.71
James Lanier,Low,Office Supplies,Rubber Bands,Central,Express Air,0.7
Edward Becker,Low,Office Supplies,Binders and Binder Accessories,Central,Regular Air,1.49
Joni Blumstein,Critical,Technology,Office Machines,Central,Delivery Truck,17.86
Joni Blumstein,Critical,Office Supplies,Paper,Central,Express Air,1.43
Raymond Book,High,Office Supplies,Labels,West,Regular Air,7.5
Bryan Spruell,Low,Technology,Computer Peripherals,West,Regular Air,4
Adam Hart,Low,Furniture,Tables,West,Delivery Truck,80.2
Neil Knudson,High,Office Supplies,Labels,South,Regular Air,0.5
Ben Peterman,Critical,Office Supplies,Pens & Art Supplies,East,Regular Air,1.86
Sandra Flanagan,Not Specified,Office Supplies,Appliances,East,Regular Air,4.5
Sandra Flanagan,Not Specified,Office Supplies,Paper,East,Regular Air,5.4
Michael Granlund,Not Specified,Office Supplies,Paper,Central,Regular Air,6.72
Michael Granlund,Not Specified,Office Supplies,Pens & Art Supplies,Central,Regular Air,2.27
Christina Vanderzanden,Low,Technology,Computer Peripherals,Central,Regular Air,1.99
Christina Vanderzanden,Low,Office Supplies,Storage & Organization,Central,Regular Air,4.53
Gary Zandusky,High,Office Supplies,Storage & Organization,Central,Regular Air,11.37
Steve Carroll,High,Technology,Computer Peripherals,Central,Express Air,4
Steve Carroll,High,Furniture,Office Furnishings,Central,Regular Air,7.29
Cathy Armstrong,Not Specified,Office Supplies,Binders and Binder Accessories,West,Express Air,5.24
Cathy Armstrong,Not Specified,Office Supplies,Paper,West,Regular Air,5.96
Cathy Armstrong,Not Specified,Office Supplies,Envelopes,West,Regular Air,1.39
Cathy Armstrong,Not Specified,Office Supplies,Storage & Organization,West,Regular Air,11.52
Alex Grayson,Medium,Technology,Computer Peripherals,East,Regular Air,4
Alex Grayson,Medium,Office Supplies,Binders and Binder Accessories,East,Regular Air,1.49
George Zrebassa,Low,Furniture,Tables,East,Delivery Truck,35.67
Lisa DeCherney,High,Technology,Computer Peripherals,South,Regular Air,1.99
Lisa DeCherney,High,Office Supplies,Pens & Art Supplies,South,Regular Air,0.7
Gary McGarr,Not Specified,Technology,Telephones and Communication,South,Express Air,8.99
Steve Nguyen,High,Office Supplies,Storage & Organization,East,Regular Air,4.69
Susan Gilcrest,Critical,Technology,Telephones and Communication,South,Regular Air,1.25
Susan Gilcrest,Critical,Technology,Telephones and Communication,South,Regular Air,2.5
Julia Dunbar,Critical,Office Supplies,Paper,Central,Regular Air,8.4
Mick Crebagga,Medium,Furniture,Chairs & Chairmats,South,Delivery Truck,70.2
Mick Crebagga,Medium,Office Supplies,Pens & Art Supplies,South,Regular Air,2.87
Roy Skaria,Low,Office Supplies,Binders and Binder Accessories,South,Regular Air,19.99
Roy Skaria,Low,Furniture,Bookcases,South,Delivery Truck,54.74
Roy Skaria,Low,Office Supplies,Pens & Art Supplies,South,Regular Air,1.25
Patrick Jones,High,Technology,Computer Peripherals,South,Regular Air,6.5
Giulietta Baptist,Low,Office Supplies,Pens & Art Supplies,Central,Regular Air,0.94
James Galang,Low,Office Supplies,Appliances,South,Regular Air,49
James Galang,Low,Technology,Computer Peripherals,South,Regular Air,1.99
Nicole Hansen,High,Office Supplies,Paper,Central,Regular Air,9.03
Bryan Spruell,Not Specified,Office Supplies,Pens & Art Supplies,West,Regular Air,1.34
Tom Prescott,Low,Furniture,Office Furnishings,West,Regular Air,6.2
Roy Skaria,Medium,Office Supplies,Pens & Art Supplies,South,Regular Air,0.96
Ken Heidel,Low,Office Supplies,Paper,South,Regular Air,6.47
George Zrebassa,Not Specified,Office Supplies,Binders and Binder Accessories,East,Regular Air,5.01
George Zrebassa,Not Specified,Furniture,Chairs & Chairmats,East,Regular Air,12.65
Logan Haushalter,Medium,Office Supplies,Binders and Binder Accessories,East,Express Air,5.44
Ann Blume,High,Office Supplies,Paper,Central,Regular Air,2.06
Ann Blume,High,Office Supplies,Pens & Art Supplies,Central,Regular Air,1.57
Lena Cacioppo,High,Furniture,Office Furnishings,East,Regular Air,5.16
Lena Cacioppo,High,Furniture,Office Furnishings,East,Regular Air,5
Patrick Jones,Not Specified,Office Supplies,Appliances,South,Regular Air,3.5
Patrick Jones,Not Specified,Technology,Computer Peripherals,South,Regular Air,4
Patrick Jones,Not Specified,Furniture,Office Furnishings,South,Regular Air,3.92
Patrick Jones,Not Specified,Technology,Office Machines,South,Delivery Truck,14
Denise Leinenbach,High,Office Supplies,Labels,East,Regular Air,0.49
Herbert Flentye,Medium,Office Supplies,Appliances,East,Delivery Truck,15.66
Herbert Flentye,Medium,Furniture,Chairs & Chairmats,East,Delivery Truck,42
Eric Barreto,Medium,Office Supplies,Envelopes,West,Regular Air,5.3
Steven Ward,Low,Office Supplies,Binders and Binder Accessories,South,Regular Air,5.41
Philip Brown,Low,Office Supplies,Labels,Central,Regular Air,0.49
Philip Brown,Low,Technology,Telephones and Communication,Central,Regular Air,4.2
Brad Thomas,Low,Office Supplies,Binders and Binder Accessories,West,Regular Air,6.28
Brad Thomas,Low,Office Supplies,Labels,West,Regular Air,0.99
Denise Monton,Not Specified,Office Supplies,Binders and Binder Accessories,South,Express Air,5.47
Denise Monton,Not Specified,Furniture,Chairs & Chairmats,South,Delivery Truck,64.2
Lynn Smith,Critical,Office Supplies,Pens & Art Supplies,South,Regular Air,1.5
Karl Brown,Low,Furniture,Office Furnishings,West,Regular Air,5.33
Karl Brown,Low,Technology,Office Machines,East,Regular Air,13.99
Karl Brown,Low,Office Supplies,Appliances,East,Delivery Truck,23.19
Tony Sayre,Critical,Office Supplies,Binders and Binder Accessories,West,Regular Air,13.18
Tony Sayre,Critical,Technology,Telephones and Communication,West,Regular Air,7.69
Evan Henry,Not Specified,Office Supplies,Paper,East,Regular Air,6
Evan Henry,Not Specified,Office Supplies,Binders and Binder Accessories,East,Express Air,1.49
Mike Vittorini,Medium,Office Supplies,Pens & Art Supplies,Central,Regular Air,5
Marc Harrigan,Critical,Office Supplies,Rubber Bands,Central,Regular Air,1.35
Erin Smith,Low,Furniture,Office Furnishings,Central,Express Air,8.55
Alan Dominguez,Not Specified,Technology,Telephones and Communication,West,Regular Air,2.5
Alan Dominguez,Not Specified,Office Supplies,Paper,West,Regular Air,5.79
Ken Black,Medium,Office Supplies,Binders and Binder Accessories,South,Regular Air,1.49
Aaron Smayling,Medium,Office Supplies,Paper,East,Regular Air,5.2
Christine Kargatis,Medium,Furniture,Office Furnishings,Central,Express Air,8.99
Deirdre Greer,Critical,Technology,Computer Peripherals,East,Regular Air,2.38
Deirdre Greer,Critical,Technology,Computer Peripherals,East,Regular Air,1.99
Deirdre Greer,Critical,Office Supplies,Paper,East,Regular Air,6.92
Deirdre Greer,Critical,Technology,Telephones and Communication,East,Regular Air,4.99
Jonathan Doherty,Not Specified,Technology,Computer Peripherals,South,Regular Air,2.83
Jonathan Doherty,Not Specified,Office Supplies,Paper,South,Regular Air,8.73
Lynn Smith,Critical,Office Supplies,Labels,South,Regular Air,0.49
Tanja Norvell,Critical,Office Supplies,Appliances,South,Regular Air,49
Tanja Norvell,Critical,Office Supplies,Labels,South,Express Air,0.5
Thomas Thornton,Low,Office Supplies,Storage & Organization,West,Express Air,13.99
John Stevenson,Not Specified,Office Supplies,Appliances,East,Regular Air,49
John Stevenson,Not Specified,Office Supplies,Binders and Binder Accessories,East,Regular Air,19.99
John Stevenson,Not Specified,Technology,Telephones and Communication,East,Express Air,8.99
Stephanie Phelps,Critical,Office Supplies,Appliances,West,Regular Air,19.99
Stephanie Phelps,Critical,Furniture,Office Furnishings,West,Regular Air,10.49
Stephanie Phelps,Critical,Furniture,Office Furnishings,West,Regular Air,0.96
Paul Knutson,Low,Office Supplies,Paper,East,Express Air,7.23
Muhammed Lee,Not Specified,Furniture,Chairs & Chairmats,East,Delivery Truck,32.41
Christopher Martinez,Medium,Office Supplies,Appliances,Central,Regular Air,49
Christopher Martinez,Medium,Office Supplies,Binders and Binder Accessories,West,Regular Air,15.1
Christopher Martinez,Medium,Technology,Computer Peripherals,West,Express Air,5.5
Dorothy Wardle,Medium,Technology,Telephones and Communication,Central,Regular Air,2.5
Bobby Elias,Not Specified,Office Supplies,Storage & Organization,West,Regular Air,11.25
Keith Herrera,Not Specified,Office Supplies,Pens & Art Supplies,East,Regular Air,8.99
Keith Herrera,Not Specified,Technology,Telephones and Communication,East,Regular Air,0.99
Christina DeMoss,Medium,Technology,Computer Peripherals,South,Regular Air,1.99
